[2023-12-16 11:27:40.320] [INFO ] 14176 --- [background-preinit] org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
[2023-12-16 11:27:40.404] [INFO ] 14176 --- [main] com.pg.screen.PowerGridScreenApplication - Starting PowerGridScreenApplication using Java 1.8.0_92 on DESKTOP-J7GIHP0 with PID 14176 (G:\project\parttime\visualLargeScreenServe\visualLargeScreenServe\target\classes started by 12578 in G:\project\parttime\visualLargeScreenServe\visualLargeScreenServe)
[2023-12-16 11:27:40.405] [DEBUG] 14176 --- [main] com.pg.screen.PowerGridScreenApplication - Running with Spring Boot v2.7.8, Spring v5.3.25
[2023-12-16 11:27:40.407] [INFO ] 14176 --- [main] com.pg.screen.PowerGridScreenApplication - No active profile set, falling back to 1 default profile: "default"
[2023-12-16 11:27:48.466] [INFO ] 14176 --- [main] o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8001 (http)
[2023-12-16 11:27:48.512] [INFO ] 14176 --- [main] org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8001"]
[2023-12-16 11:27:48.513] [INFO ] 14176 --- [main] org.apache.catalina.core.StandardService - Starting service [Tomcat]
[2023-12-16 11:27:48.514] [INFO ] 14176 --- [main] org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
[2023-12-16 11:27:49.067] [INFO ] 14176 --- [main] o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
[2023-12-16 11:27:49.067] [INFO ] 14176 --- [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 8317 ms
[2023-12-16 11:27:52.628] [INFO ] 14176 --- [main] org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8001"]
[2023-12-16 11:27:52.702] [INFO ] 14176 --- [main] o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8001 (http) with context path ''
[2023-12-16 11:27:52.728] [INFO ] 14176 --- [main] com.pg.screen.PowerGridScreenApplication - Started PowerGridScreenApplication in 14.255 seconds (JVM running for 23.573)
[2023-12-16 11:28:06.144] [INFO ] 14176 --- [http-nio-8001-exec-1] o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
[2023-12-16 11:28:06.144] [INFO ] 14176 --- [http-nio-8001-exec-1] org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
[2023-12-16 11:28:06.146] [INFO ] 14176 --- [http-nio-8001-exec-1] org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
[2023-12-16 11:28:12.042] [INFO ] 14176 --- [http-nio-8001-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
[2023-12-16 11:28:24.771] [INFO ] 14176 --- [http-nio-8001-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
[2023-12-16 11:28:25.888] [INFO ] 14176 --- [http-nio-8001-exec-1] mybatis-flex-sql - SELECT DISTINCT WORK_ORDER_STATUS,            COUNT(*) OVER (PARTITION BY WORK_ORDER_STATUS) AS COUNTS      FROM ACTIVE_RUSH_REPAIR_ORDER      WHERE WORK_ORDER_STATUS IN ('未受理','已派单','已回复','已归档')            AND COMPLETION_TIME BETWEEN to_date('2023-12-11 00:00:00','yyyy-mm-dd HH24:mi:ss')            AND to_date('2023-12-16 23:59:59','yyyy-mm-dd HH24:mi:ss') ,776ms
[2023-12-16 11:31:12.849] [WARN ] 14176 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m47s962ms876µs).
[2023-12-16 11:31:12.856] [INFO ] 14176 --- [http-nio-8001-exec-1] com.pg.screen.service.ActiveRushRepairOrderService - 主动抢修工单状态XY轴数据：[]
[2023-12-16 11:31:21.239] [INFO ] 14176 --- [http-nio-8001-exec-1] com.pg.screen.common.AspectControllerTimeConsuming - getActiveRushRepairOrderCountByStatus()方法的入参为：[null]，返回值为：HttpResult(success=true, message=ok, data=XyDataCountVo(xAxisNameList=[未受理, 已派单, 已回复, 已归档], yAxisNameList=[0, 0, 0, 0]), code=200)，耗时(ms):994
[2023-12-16 11:34:42.247] [INFO ] 12924 --- [main] com.pg.screen.PowerGridScreenApplication - Starting PowerGridScreenApplication using Java 1.8.0_92 on DESKTOP-J7GIHP0 with PID 12924 (G:\project\parttime\visualLargeScreenServe\visualLargeScreenServe\target\classes started by 12578 in G:\project\parttime\visualLargeScreenServe\visualLargeScreenServe)
[2023-12-16 11:34:42.243] [INFO ] 12924 --- [background-preinit] org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
[2023-12-16 11:34:42.250] [DEBUG] 12924 --- [main] com.pg.screen.PowerGridScreenApplication - Running with Spring Boot v2.7.8, Spring v5.3.25
[2023-12-16 11:34:42.251] [INFO ] 12924 --- [main] com.pg.screen.PowerGridScreenApplication - No active profile set, falling back to 1 default profile: "default"
[2023-12-16 11:34:45.398] [INFO ] 12924 --- [main] o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8001 (http)
[2023-12-16 11:34:45.418] [INFO ] 12924 --- [main] org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8001"]
[2023-12-16 11:34:45.419] [INFO ] 12924 --- [main] org.apache.catalina.core.StandardService - Starting service [Tomcat]
[2023-12-16 11:34:45.420] [INFO ] 12924 --- [main] org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
[2023-12-16 11:34:45.732] [INFO ] 12924 --- [main] o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
[2023-12-16 11:34:45.733] [INFO ] 12924 --- [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3347 ms
[2023-12-16 11:34:48.620] [INFO ] 12924 --- [main] org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8001"]
[2023-12-16 11:34:48.689] [INFO ] 12924 --- [main] o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8001 (http) with context path ''
[2023-12-16 11:34:48.710] [INFO ] 12924 --- [main] com.pg.screen.PowerGridScreenApplication - Started PowerGridScreenApplication in 7.874 seconds (JVM running for 14.803)
[2023-12-16 11:35:04.235] [INFO ] 12924 --- [http-nio-8001-exec-1] o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
[2023-12-16 11:35:04.236] [INFO ] 12924 --- [http-nio-8001-exec-1] org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
[2023-12-16 11:35:04.237] [INFO ] 12924 --- [http-nio-8001-exec-1] org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
[2023-12-16 11:35:06.404] [INFO ] 12924 --- [http-nio-8001-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
[2023-12-16 11:35:18.719] [INFO ] 12924 --- [http-nio-8001-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
[2023-12-16 11:35:19.217] [INFO ] 12924 --- [http-nio-8001-exec-1] mybatis-flex-sql - SELECT DISTINCT WORK_ORDER_STATUS,            COUNT(*) OVER (PARTITION BY WORK_ORDER_STATUS) AS COUNTS      FROM ACTIVE_RUSH_REPAIR_ORDER      WHERE WORK_ORDER_STATUS IN ('未受理','已派单','已回复','已归档')            AND FAILURE_TIME BETWEEN to_date('2023-03-20 00:00:00yyyy-MM-dd HH:mm:ss','yyyy-mm-dd HH24:mi:ss')            AND to_date('2023-03-31 23:59:59yyyy-MM-dd HH:mm:ss','yyyy-mm-dd HH24:mi:ss') ,139ms
[2023-12-16 11:35:35.351] [ERROR] 12924 --- [http-nio-8001-exec-1] com.pg.screen.common.ExceptionAdviceController - Exception异常：
org.apache.ibatis.exceptions.PersistenceException: 
### Error querying database.  Cause: java.sql.SQLDataException: ORA-01830: 日期格式图片在转换整个输入字符串之前结束

### The error may exist in com/mybatisflex/core/row/RowMapper.java (best guess)
### The error may involve com.mybatisflex.core.row.RowMapper.selectListBySql
### The error occurred while executing a query
### SQL: SELECT DISTINCT WORK_ORDER_STATUS,            COUNT(*) OVER (PARTITION BY WORK_ORDER_STATUS) AS COUNTS      FROM ACTIVE_RUSH_REPAIR_ORDER      WHERE WORK_ORDER_STATUS IN (?,?,?,?)            AND FAILURE_TIME BETWEEN to_date('2023-03-20 00:00:00yyyy-MM-dd HH:mm:ss','yyyy-mm-dd HH24:mi:ss')            AND to_date('2023-03-31 23:59:59yyyy-MM-dd HH:mm:ss','yyyy-mm-dd HH24:mi:ss')
### Cause: java.sql.SQLDataException: ORA-01830: 日期格式图片在转换整个输入字符串之前结束

	at org.apache.ibatis.exceptions.ExceptionFactory.wrapException(ExceptionFactory.java:30)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.selectList(DefaultSqlSession.java:156)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.selectList(DefaultSqlSession.java:147)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.selectList(DefaultSqlSession.java:142)
	at org.apache.ibatis.binding.MapperMethod.executeForMany(MapperMethod.java:147)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:80)
	at org.apache.ibatis.binding.MapperProxy$PlainMethodInvoker.invoke(MapperProxy.java:142)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:86)
	at com.sun.proxy.$Proxy104.selectListBySql(Unknown Source)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.mybatisflex.core.mybatis.MapperInvocationHandler.invoke(MapperInvocationHandler.java:75)
	at com.sun.proxy.$Proxy104.selectListBySql(Unknown Source)
	at com.mybatisflex.core.row.RowMapperInvoker.lambda$selectListBySql$16(RowMapperInvoker.java:147)
	at com.mybatisflex.core.row.RowMapperInvoker.execute(RowMapperInvoker.java:41)
	at com.mybatisflex.core.row.RowMapperInvoker.selectListBySql(RowMapperInvoker.java:147)
	at com.mybatisflex.core.row.Db.selectListBySql(Db.java:667)
	at com.pg.screen.dao.ActiveRushRepairOrderDao.selectCountByStatus(ActiveRushRepairOrderDao.java:66)
	at com.pg.screen.dao.ActiveRushRepairOrderDao$$FastClassBySpringCGLIB$$75d7b183.invoke(<generated>)
	at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:793)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:763)
	at org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke(PersistenceExceptionTranslationInterceptor.java:137)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:763)
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:708)
	at com.pg.screen.dao.ActiveRushRepairOrderDao$$EnhancerBySpringCGLIB$$626e0767.selectCountByStatus(<generated>)
	at com.pg.screen.service.ActiveRushRepairOrderService.getCountByStatus(ActiveRushRepairOrderService.java:46)
	at com.pg.screen.controller.WorkerOrderController.getActiveRushRepairOrderCountByStatus(WorkerOrderController.java:94)
	at com.pg.screen.controller.WorkerOrderController$$FastClassBySpringCGLIB$$9bd48c12.invoke(<generated>)
	at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:793)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:763)
	at org.springframework.aop.aspectj.MethodInvocationProceedingJoinPoint.proceed(MethodInvocationProceedingJoinPoint.java:89)
	at com.pg.screen.common.AspectControllerTimeConsuming.doAround(AspectControllerTimeConsuming.java:28)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.aop.aspectj.AbstractAspectJAdvice.invokeAdviceMethodWithGivenArgs(AbstractAspectJAdvice.java:634)
	at org.springframework.aop.aspectj.AbstractAspectJAdvice.invokeAdviceMethod(AbstractAspectJAdvice.java:624)
	at org.springframework.aop.aspectj.AspectJAroundAdvice.invoke(AspectJAroundAdvice.java:72)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:763)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:97)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
	at org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:763)
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:708)
	at com.pg.screen.controller.WorkerOrderController$$EnhancerBySpringCGLIB$$ad85f619.getActiveRushRepairOrderCountByStatus(<generated>)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:150)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:117)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:895)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:808)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1071)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:964)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:670)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:779)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:227)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at com.pg.screen.config.CorsConfig.doFilter(CorsConfig.java:33)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:177)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:745)
